gene_symbol,log2FoldChange,pvalue
Gm12033,0.002115059,0.99999707
Tmem150b,0.017706463,0.99999707
Atp9b,-0.046499142,0.99999707
Itpka,0.05949965,0.99999707
Gm10037,0.008983579,0.99999707
Stmn4,-0.031110911,0.99999707
Katna1,0.064681367,0.99999707
Atp5c1,0.008253372,0.99999707
Ufm1,0.027222857,0.99999707
Rabepk,-0.050042464,0.99999707
Omp,-0.054979885,0.99999707
Slc16a12,0.146705191,0.695964497
Gm42587,-0.148163444,0.657082297
D330023K18Rik,-0.024302644,0.99999707
Accsl,0.106963005,0.97131448
C1galt1,0.041232424,0.99999707
Zmym2,-0.135943792,0.944054293
Slc25a29,0.001365198,0.99999707
RP23-396N20.1,0.018678293,0.99999707
C77370,0.035065164,0.99999707
Gm9354,0.005508371,0.99999707
Gm20940,0.188828108,0.3678033
Reep6,0.136567511,0.64724684
Prkd2,-0.341095662,0.01603047
Nsmce4a,0.017548426,0.99999707
Ezh1,0.01915029,0.99999707
Ubr3,0.146382676,0.894839913
Pld1,0.044076368,0.99999707
Gm28188,-0.183483994,0.169750544
Dis3l2,-0.078992393,0.99999707
F830115B05Rik,-0.004488884,0.99999707
Slc28a2,0.040569884,0.99999707
Cyp4f13,-0.160287691,0.657082297
Zhx3,0.096032697,0.99999707
H2-DMa,0.006069317,0.99999707
Atp6v1g1,-0.200043661,0.213428887
Pstpip1,-0.040695968,0.99999707
Tbcc,0.115322893,0.906450989
Gm45428,-0.061304475,0.99999707
Pfas,-0.030801407,0.99999707
Gm15710,0.065039662,0.99999707
Gm15002,0.020367898,0.99999707
Exo5,-0.019081762,0.99999707
Gm15191,-0.010825809,0.99999707
1700066J03Rik,-0.036196191,0.99999707
Gm42941,0.053542639,0.99999707
9230116N13Rik,0.030025749,0.99999707
Gm28496,0.021635629,0.99999707
Gm29124,0.088842626,0.99999707
Gm13935,0.010938488,0.99999707
Cecr2,-0.00913152,0.99999707
Mrps15,0.018217843,0.99999707
Gm10762,-0.038710814,0.99999707
Hspb6,-0.050062779,0.99999707
Gm42522,0.085832302,0.99999707
Col6a2,0.007915873,0.99999707
Gm16316,-0.017101275,0.99999707
Ankrd23,-0.061138615,0.99999707
Mir7116,0.040779111,0.99999707
Siglec1,0.025399801,0.99999707
Fam151b,0.03500136,0.99999707
Aph1c,0.386264616,0.002689795
Tgif1,-0.027919204,0.99999707
Usp38,0.146101414,0.68526997
RP23-158E1.3,0.120642344,0.898378317
Mtus1,-0.093737232,0.99999707
Pnisr,0.011219138,0.99999707
Gm12900,-0.002802649,0.99999707
Dzank1,-0.014586217,0.99999707
Fam72a,-0.037129809,0.99999707
Gm14410,-0.035436001,0.99999707
Snord118,0.009682044,0.99999707
Zfp14,-0.04603509,0.99999707
Igdcc4,-0.097570733,0.868733309
Fam98c,-0.096207106,0.991394626
Gm14276,-0.036878954,0.99999707
Gm3355,-0.105011857,0.99999707
Nme5,-0.08004501,0.99999707
Tagln2,0.05679188,0.99999707
Zfp563,-0.00729358,0.99999707
Gm8649,0.017890752,0.99999707
Gm22297,0.015180618,0.99999707
Gm13567,0.000210026,0.99999707
Gm11810,-0.029334758,0.99999707
Ube2d1,0.062932704,0.99999707
Leng9,0.014377206,0.99999707
Hmgb1-ps4,0.083437301,0.99999707
Rad18,-0.071250712,0.99999707
2510002D24Rik,-0.010740505,0.99999707
Klhl24,0.14945855,0.778411773
Gm4908,0.054988937,0.99999707
Map6d1,0.007383083,0.99999707
Aldoc,-0.017731816,0.99999707
Tlk1,0.025035866,0.99999707
Mrpl4,0.005372259,0.99999707
Zfp992,-0.205642405,0.487804852
Gm6695,-0.007280079,0.99999707
Fyttd1,0.109686969,0.99999707
Coil,-0.04500578,0.99999707
Cradd,-0.036125344,0.99999707
Hist1h3d,-0.072483565,0.99999707
Gm14754,-0.007395515,0.99999707
Rab21,-0.104301653,0.99999707
Wnk4,0.139061327,0.891851681
Mtcl1,0.067647648,0.99999707
Vstm4,0.049864154,0.99999707
Gm11468,0.037108954,0.99999707
Gm20507,-0.017301748,0.99999707
Gckr,-0.198530035,0.431254588
Nat6,-0.015839319,0.99999707
Hbb-bt,0.003765828,0.99999707
Gm5981,0.018856756,0.99999707
Gm37893,-0.046468896,0.99999707
Steap4,0.156532822,0.772216801
Zwilch,-0.058628955,0.99999707
Cers5,-0.013638462,0.99999707
Cdr2,0.043966278,0.99999707
Gm12159,-0.041599251,0.99999707
Adipor1,0.055138152,0.99999707
Ghrl,-0.025272965,0.99999707
Klhl4,-0.071967313,0.99999707
Gm5436,0.001152121,0.99999707
Strn4,-0.02307777,0.99999707
Iqgap2,-0.05913226,0.99999707
Mycbp,-0.047426847,0.99999707
Slc25a43,0.06262389,0.99999707
Syap1,-0.025067625,0.99999707
Arpc5l,0.00002,0.99999707
Gm24371,0.081138993,0.99999707
2310009B15Rik,0.066135666,0.99999707
Stard7,-0.212863313,0.249074928
Casp16-ps,-0.062468028,0.99999707
Gm8864,0.068785241,0.99999707
Eapp,-0.030201949,0.99999707
Pomgnt1,0.050602467,0.99999707
Tubgcp2,0.073308122,0.99999707
Zbtb12,-0.020859646,0.99999707
Pfkfb4,-0.011161068,0.99999707
Tmem55a,0.000501483,0.99999707
Nsun6,0.033364961,0.99999707
Zfp365,-0.072933435,0.99999707
Sgol1,0.085615781,0.99999707
Gm10364,-0.001495047,0.99999707
Mir6911,-0.063849507,0.99999707
Nek2,-0.218248965,0.075623666
Gm6771,0.029442037,0.99999707
2310036O22Rik,0.037198905,0.99999707
Gm7577,-0.045410109,0.99999707
Mrpl47,0.041867508,0.99999707
Nat10,0.010540063,0.99999707
Rps23,-0.010153122,0.99999707
Wdyhv1,0.014512342,0.99999707
A430108G06Rik,-0.000611315,0.99999707
Ksr2,-0.002817089,0.99999707
Dcun1d5,0.055534874,0.99999707
Rpl29-ps2,-0.008437918,0.99999707
BC065397,-0.042748158,0.99999707
Gm13668,-0.020459828,0.99999707
Gm43263,-0.040335927,0.99999707
Gm8979,0.003498001,0.99999707
Gm9387,-0.141383736,0.959636996
Gm20219,-0.049260237,0.99999707
Ascl4,0.103646525,0.984099483
Rpf2,0.063392397,0.99999707
Hspa5,0.008949577,0.99999707
Rps27l,0.013749749,0.99999707
Gm14636,0.004704763,0.99999707
n-R5-8s1,-0.048665318,0.99999707
RP23-354J5.3,-0.079389275,0.99999707
Prok2,0.078044879,0.99999707
Rnf150,-0.015776664,0.99999707
Acsl5,-0.005577439,0.99999707
Irgm1,-0.05423597,0.99999707
Trap1,-0.221586463,0.366968826
Prdm8,-0.03587719,0.99999707
Gsto1,0.016730018,0.99999707
Arhgap35,0.007162561,0.99999707
Ccdc177,0.027561351,0.99999707
Dtd1,-0.032866472,0.99999707
Gga1,-0.031959933,0.99999707
Gm43362,-0.001352853,0.99999707
Gm648,-0.06111499,0.99999707
Rpl24,-0.044164998,0.99999707
Ppp1r37,-0.068908163,0.99999707
Rgs18,-1.6,1.06E-16
Ccdc189,-0.029147168,0.99999707
Elac1,-0.004571814,0.99999707
Gm19202,-0.034321447,0.99999707
Hip1,0.042817662,0.99999707
Gm8661,0.082775708,0.99999707
Gm14539,-0.08252292,0.99999707
Triap1,0.112299631,0.99999707
Syt9,-0.014473491,0.99999707
Tmem9b,-0.084451141,0.99999707
Klf8,0.007631354,0.99999707
Hk2,-0.031440607,0.99999707
8030462N17Rik,-0.205895422,0.435953521
Ythdf3,0.032413099,0.99999707
Gm2531,0.013764261,0.99999707
4930453N24Rik,-0.115715483,0.99999707
Gm12045,-0.027200101,0.99999707
Tpp2,-0.044068286,0.99999707
Eif4ebp3,-0.118828215,0.99999707
Mb21d1,-0.076277945,0.99999707
Xrn1,0.068308777,0.99999707
Hectd3,-0.02599627,0.99999707
Hspa14,-0.041385457,0.99999707
Gm6104,-0.02364819,0.99999707
Nmt1,-0.089271915,0.99999707
Rpl13a-ps1,0.032580028,0.99999707
Caskin1,-0.099319675,0.99999707
Matn1,-0.018124422,0.99999707
Fbxw17,0.062495333,0.99999707
Sec14l5,0.110997108,0.99999707
9430037G07Rik,0.163491338,0.785178876
Gm28688,0.028241845,0.99999707
Gm25596,-0.054324891,0.99999707
Paox,-0.038827743,0.99999707
Stac3,-0.004960769,0.99999707
Serpinb6b,0.044631213,0.99999707
Pcna,0.061190558,0.99999707
Gm26852,0.140259888,0.944645752
Art2b,0.025460627,0.99999707
Gm16103,-0.008437291,0.99999707
Gm6139,0.058113805,0.99999707
Atp6ap2,-0.003951321,0.99999707
Hrh2,-0.035780246,0.99999707
Gm10086,-0.00286092,0.99999707
Asb11,-0.049933811,0.99999707
Gm26927,-0.20815324,0.052325995
Hmgxb4,0.002642576,0.99999707
Osbpl2,0.069960284,0.99999707
Gm6298,0.060877536,0.99999707
Gm2606,0.101593101,0.99999707
Gm14970,0.026517217,0.99999707
Pdzd8,-0.011365433,0.99999707
Gm7047,0.012419551,0.99999707
Rps27a,-0.069695902,0.99999707
Zfp397,0.035502929,0.99999707
Gltp,-0.015931472,0.99999707
Mks1,0.002403045,0.99999707
Gm44624,-0.078364151,0.99999707
Mir6907,0.079748403,0.99999707
Gm44143,-0.039429358,0.99999707
Igkv4-77,0.011798858,0.99999707
5730522E02Rik,-0.006464305,0.99999707
Ube2a,-0.18819732,0.556960709
Mfsd2b,-0.035936217,0.99999707
Krt222,0.130740797,0.99999707
Ighv2-9,-0.021760716,0.99999707
Gm29739,-0.000180684,0.99999707
Gm5650,0.014667868,0.99999707
Espnl,-0.13726428,0.542241499
Slc44a1,0.049623196,0.99999707
Tceal1,0.041785345,0.99999707
Foxr1,-0.095541142,0.99999707
Nol9,0.02000178,0.99999707
Ttbk2,0.046607428,0.99999707
Gm44770,0.140176933,0.795968172
Unc79,0.055835557,0.99999707
Mfsd10,-0.026623459,0.99999707
Tmbim1,-0.108881559,0.864633328
Axdnd1,0.013541322,0.99999707
Gm14154,-0.003864752,0.99999707
Gm29008,0.001655019,0.99999707
Slc39a10,0.032388143,0.99999707
Gm44550,0.078930374,0.907483634
Gm5870,-0.029844995,0.99999707
Dsp,0.052595893,0.99999707
Ccdc64,0.329120661,0.017299953
Gm6075,-0.102780912,0.99999707
Crtc2,-0.039826589,0.99999707
Dusp28,-0.053288521,0.99999707
Gm44552,-0.000827653,0.99999707
Trim23,0.005392343,0.99999707
Tuba1a,-0.16636213,0.541409985
Cdip1,-0.053995034,0.99999707
Gm42628,0.597496999,0.000000028
Dcdc2b,0.021258824,0.99999707
Urod,0.104593067,0.99999707
Gm4959,-0.073438019,0.99999707
Ppp6c,-0.11573325,0.8491052
Csl,0.024844954,0.99999707
3830403N18Rik,-0.325381856,0.011470619
Gm7493,-0.050682765,0.99999707
Gm7129,-0.028525956,0.99999707
Camkv,0.005232928,0.99999707
Olfr1393,0.070094778,0.99999707
Gm29570,0.000693332,0.99999707
Gsg1l,-0.048641814,0.99999707
Gm43396,-0.041643279,0.99999707
RP23-395M5.6,0.082757677,0.99999707
Hepacam,0.009613431,0.99999707
Gm6157,-0.006965471,0.99999707
Gm44206,-0.110893608,0.99999707
Trmt6,-0.034291062,0.99999707
Fgfrl1,-0.048181916,0.99999707
Gm11532,-0.081458962,0.99999707
Lars,0.080377103,0.99999707
Rangrf,-0.04334847,0.99999707
Sdc4,-0.032418822,0.99999707
Oaf,-0.039606875,0.99999707
Khnyn,-0.077113868,0.99999707
Gm44880,0.138462128,0.931367754
Msh5,-0.076769897,0.99999707
Gm9530,-0.056591239,0.99999707
Gm24698,0.040530643,0.99999707
Ube2ql1,0.03608757,0.99999707
Gm15326,0.032852994,0.99999707
Fam58b,-0.032641373,0.99999707
Dnaaf2,-0.030327279,0.99999707
Gm45014,-0.032821001,0.99999707
Gm42463,-0.027458089,0.99999707
Aifm2,-0.042631872,0.99999707
Gm5805,-0.096903163,0.973780391
Vps41,0.157341092,0.759587253
Gm12420,-0.035566178,0.99999707
R3hcc1l,0.017032789,0.99999707
Gm4602,0.031983787,0.99999707
Ranbp3,0.029904187,0.99999707
H2-K1,-0.053688045,0.99999707
Atp8b3,-0.010350898,0.99999707
Kpna6,0.100373328,0.99999707
Mrm1,-0.132124728,0.946511088
RP23-134M7.3,0.153207128,0.851486498
Tcea2,-0.011372237,0.99999707
Gm17800,-0.068266798,0.99999707
5530601H04Rik,-0.064404934,0.99999707
Gm12090,0.081025458,0.99999707
Rae1,0.133521744,0.95352173
Gm13170,0.01017572,0.99999707
1600029O15Rik,-0.008096135,0.99999707
Rin2,0.080213849,0.99999707
Ttc8,-0.023337435,0.99999707
Gm8623,0.051287527,0.99999707
Wdr31,0.03422697,0.99999707
Mlycd,0.014793379,0.99999707
Mir363,-0.178087297,0.560878825
Ccdc122,0.026584126,0.99999707
Slit1,0.077300262,0.99999707
Gm17979,-0.052813727,0.99999707
Gm14639,-0.046535458,0.99999707
Deb1,-0.010650777,0.99999707
Gm10268,0.074499689,0.99999707
Cblb,0.001465462,0.99999707
Ankib1,0.000432999,0.99999707
Gm9824,0.008555738,0.99999707
Mars2,-0.152264519,0.510079222
Dcbld1,0.000858086,0.99999707
Trabd,0.035274707,0.99999707
Taf5,0.100462997,0.99999707
Tbcel,0.057673575,0.99999707
Ighd4-1,0.012312799,0.99999707
Bgn,0.055866838,0.99999707
Gm6195,-0.053222376,0.99999707
Ighv6-5,0.263647332,0.069398213
RP23-451F18.1,0.000308958,0.99999707
Tnpo1,0.017122776,0.99999707
Jrk,0.052918407,0.99999707
Gm9027,-0.02211193,0.99999707
Hyou1,0.000564689,0.99999707
Ccdc6,-0.068479092,0.99999707
Tmem50a,-0.018705752,0.99999707
Lgals4,-0.104365875,0.99999707
Gm17893,-0.101565136,0.868733309
Slc6a21,-0.038922368,0.99999707
Dnajc9,-0.041642332,0.99999707
Ip6k2,0.013742666,0.99999707
Igkv9-129,0.125406119,0.731198993
Gm13156,0.015039686,0.99999707
Nckap1,0.048906548,0.99999707
Clec2h,-0.104463001,0.913138075
Gm37795,0.021708211,0.99999707
Gm16796,0.014964076,0.99999707
Mphosph10,0.251353577,0.175653541
Gm8756,-0.132239452,0.99999707
Slfn4,-0.002628071,0.99999707
Myo1h,-0.046636634,0.99999707
Gm20427,0.005420235,0.99999707
Slc39a7,0.23797498,0.262766751
Xrcc1,-0.017149955,0.99999707
Prodh,-0.003616535,0.99999707
Gm22068,-0.008099944,0.99999707
Gm12953,-0.020638822,0.99999707
Prpsap1,0.040995935,0.99999707
Pofut2,0.16755443,0.762922673
Ndrg1,-0.004655918,0.99999707
Gm42725,-0.020082085,0.99999707
A330069E16Rik,0.043727876,0.99999707
Gm8010,-0.031662364,0.99999707
Zfp97,0.083137585,0.868733309
Psmg1,0.210933941,0.359482407
1810058I24Rik,-0.074807929,0.99999707
Eef2kmt,-0.034021962,0.99999707
Gm5841,0.01356449,0.99999707
Mir142,-0.023289188,0.99999707
2810425M01Rik,-0.010916959,0.99999707
Tbc1d24,-0.016041269,0.99999707
Gm8870,-0.007283649,0.99999707
Bach2os,0.060661266,0.99999707
Gm27003,-0.382139841,0.000388458
Gm14717,-0.010870306,0.99999707
Gm7867,-0.005475055,0.99999707
Ly6e,0.015229045,0.99999707
Tmem120a,0.001345127,0.99999707
Rab11b-ps2,-0.09555414,0.99999707
Evpl,-0.026748186,0.99999707
Car9,-0.117264933,0.99999707
Gm15396,-0.102517072,0.99999707
Irx5,0.035894647,0.99999707
Noa1,0.155733896,0.265520726
Mcm7,0.014256493,0.99999707
Gm10146,0.012724,0.99999707
Zfp658,-0.104601604,0.913138075
Drc7,0.002381258,0.99999707
Gm5739,-0.106016273,0.920761669
Gm44126,-0.195554455,0.168956864
Ticam2,-0.017301921,0.99999707
Gm26681,0.016605937,0.99999707
Ptgr2,0.009115277,0.99999707
Hspb11,0.037747694,0.99999707
Gm44008,-0.05861222,0.99999707
Clec4d,0.005562512,0.99999707
Arhgap11a,-0.080370752,0.99999707
Tmsb10,0.006085679,0.99999707
Myo10,0.117411843,0.99999707
Sat1,0.035019098,0.99999707
RP23-186O3.13,-0.202875246,0.052325995
Prkar1b,-0.086754809,0.99999707
Ighv1-22,-0.01018515,0.99999707
Gm26699,0.067349583,0.99999707
Tmem89,-0.027626133,0.99999707
Pax9,-0.023411413,0.99999707
Gm26631,-0.085203667,0.986562769
Fa2h,-0.012495073,0.99999707
Carns1,-0.011735555,0.99999707
Arhgef18,0.050062779,0.99999707
Lbp,0.091317973,0.99999707
Gm44064,-1.3,5.13E-20
Ccdc91,-0.016540048,0.99999707
Gm8556,0.134284241,0.907567874
Iglv3,-0.023447762,0.99999707
Pabpn1,0.024860855,0.99999707
Gm15981,0.004313454,0.99999707
Gm44190,-0.019441125,0.99999707
Gm37065,0.071876573,0.99999707
Gm42402,-0.141671477,0.884629255
Gm26189,-0.065003322,0.99999707
Gm29093,0.050445933,0.99999707
Slc11a2,0.090422664,0.99999707
5033430I15Rik,-0.068516874,0.99999707
Caap1,-0.00871325,0.99999707
Morc2a,0.041615287,0.99999707
Klrb1f,-0.019657434,0.99999707
Gm42983,-0.063449207,0.99999707
Gm13315,0.057568383,0.99999707
Nudt4,0.147532535,0.554207516
Gm37691,-0.116941229,0.980699013
Dr1,0.226622902,0.322070313
St6galnac6,-0.086108976,0.99999707
Fam53a,0.169856545,0.753506251
Platr14,0.201709676,0.26893174
Iqcg,-0.007413957,0.99999707
Gm5303,-0.075820807,0.99999707
Ly6a,0.032336964,0.99999707
Gm6506,0.024106611,0.99999707
Il27ra,0.040834474,0.99999707
Gm9578,-0.010109111,0.99999707
Inf2,-0.193481956,0.319050189
Zfp180,0.102754326,0.99999707
Rpl17-ps10,0.145761624,0.778411773
Arhgap19,0.028620274,0.99999707
Rrm1,-0.042095386,0.99999707
Clec4a3,0.012026457,0.99999707
Map2k7,0.059047933,0.99999707
Col26a1,0.023678347,0.99999707
Hbp1,0.035906529,0.99999707
Gm11934,-0.106930436,0.99999707
Mtpn,0.088329897,0.99999707
Fubp3,0.023752175,0.99999707
Rsl24d1,0.015578763,0.99999707
Prex2,0.020707754,0.99999707
Gm44978,-0.069744423,0.99999707
Cd302,-0.049599801,0.99999707
A630072M18Rik,0.063135806,0.99999707
Oas1a,0.084218952,0.99999707
Gm25134,-0.006496196,0.99999707
Styx,0.058761647,0.99999707
Ckap2l,-0.03125526,0.99999707
Gm11221,0.067005307,0.99999707
Cldn5,0.052187172,0.99999707
Kcnmb4,-0.109487534,0.994575862
Ppm1h,-0.101245956,0.99999707
Gm45058,-0.078355764,0.99999707
Ninl,-0.025280605,0.99999707
Fam57b,0.091122258,0.99999707
Cep126,-0.024885892,0.99999707
Rhpn2,-0.054819441,0.99999707
Rdm1,0.036114328,0.99999707
BC055324,-0.172348145,0.18061718
Gm15602,-0.057280751,0.99999707
Mettl5os,0.076227504,0.99999707
Hyal2,-0.069047469,0.99999707
Gm42453,-0.02024638,0.99999707
Coq10a,-0.121873934,0.922911875
2210013O21Rik,0.002526261,0.99999707
Rpl30-ps1,0.116934614,0.780000381
Gm13422,-0.056501139,0.99999707
Rpph1,0.021866622,0.99999707
Cdc26,-0.056001009,0.99999707
Apbb2,-0.050312236,0.99999707
Atxn1,0.024823857,0.99999707
Trim66,-0.163363007,0.746592382
Txnrd3,0.054027539,0.99999707
Slc35e1,0.097574878,0.99999707
Nbas,-0.143230063,0.884629255
9430015G10Rik,-0.100010456,0.841492314
Sh3glb1,-0.02551296,0.99999707
Dpy30,0.337671068,0.011690457
Rab7b,-0.047806774,0.99999707
Hlcs,0.053454392,0.99999707
Psma3,-0.123619753,0.708309292
D630045J12Rik,-0.03291705,0.99999707
Map3k10,-0.018924938,0.99999707
Tmem208,0.095941136,0.99999707
Trove2,0.058430513,0.99999707
Dok4,0.001209588,0.99999707
Ufsp1,0.049012866,0.99999707
Fhl1,0.038228834,0.99999707
Inpp4a,-0.004211817,0.99999707
Ighv1-67,-0.068228011,0.99999707
Stx16,-0.137393026,0.759587253
RP24-397P9.2,-0.027885199,0.99999707
Wbp2,-0.151995694,0.692643444
Gm26368,0.011113568,0.99999707
Gm17150,-0.072309463,0.99999707
Rflna,0.179524279,0.13325335
Gm8337,0.033083145,0.99999707
Rpl7a-ps9,-0.041279305,0.99999707
Pde6g,-0.019189875,0.99999707
Flii,0.071853977,0.99999707
Nat8f4,0.023944028,0.99999707
Igkv3-7,-0.169579098,0.74338648
Zdhhc12,0.001081217,0.99999707
Ppp1r18,0.03857396,0.99999707
Cd59a,-0.170109236,0.376941364
Gm43314,-0.010668939,0.99999707
Il1r2,-0.04657389,0.99999707
Creb1,0.050424864,0.99999707
Rbm4b,-0.106136229,0.99999707
Gm15706,0.041576825,0.99999707
Armc1,-0.128628129,0.99999707
Ifnar1,0.179532304,0.560878825
Sh3rf1,0.048005386,0.99999707
Mcmdc2,-0.201567686,0.200847891
Ccnd2,0.018092107,0.99999707
Gm16548,0.014880905,0.99999707
Slc35e2,-0.048152717,0.99999707
Gm13333,0.007291256,0.99999707
Racgap1,0.062699928,0.99999707
Hist3h2a,0.118853021,0.891851681
Gm26937,-0.14879749,0.778411773
Rd3,-0.060188502,0.99999707
F7,0.03207949,0.99999707
D930036K23Rik,-0.103582587,0.99999707
Slc1a5,-0.063668524,0.99999707
Zfp236,0.009364139,0.99999707
Nif3l1,-0.057041269,0.99999707
Gm37943,0.001008939,0.99999707
Rmrp,-0.017070302,0.99999707
Nop56,-0.017235925,0.99999707
Snora28,0.0213354,0.99999707
4931406P16Rik,0.07595228,0.99999707
Tgfb1i1,0.1279716,0.980699013
Mir684-2,0.024205989,0.99999707
Tmem150cos,0.003699201,0.99999707
Gm12219,-0.025069318,0.99999707
Arf5,-0.066653543,0.99999707
2700016F22Rik,0.006987798,0.99999707
Ltbp2,0.008414149,0.99999707
Rgs12,-0.076980406,0.99999707
Gm22753,0.02420942,0.99999707
Pard6a,0.015730603,0.99999707
Gm5697,0.059651855,0.99999707
Ddx19b,-0.173876217,0.5602855
Bach1,-0.076496498,0.99999707
Pafah2,-0.097491647,0.971388171
Ryr2,-0.283103674,0.077924305
Cadm1,-0.006612475,0.99999707
Akap8l,0.083140594,0.99999707
Cdk5rap1,-0.074924306,0.99999707
Gm17976,-0.025786842,0.99999707
2610044O15Rik8,-0.029213725,0.99999707
2410016O06Rik,-0.046523264,0.99999707
Zfp112,0.062174046,0.99999707
Gm14226,0.084963633,0.99999707
Tbc1d22a,0.0103965,0.99999707
Ap1m2,0.016174721,0.99999707
Tm4sf5,0.030400995,0.99999707
Gm5406,-0.011963106,0.99999707
Plcb3,0.012494912,0.99999707
Gm15912,-0.019736644,0.99999707
Sptlc2,-0.069574567,0.99999707
Gtf2h4,-0.131424231,0.99999707
Sil1,-0.116847276,0.823765899
Wtip,0.013199792,0.99999707
Samhd1,-0.103180014,0.891851681
Gm11953,0.098486567,0.99999707
Kif4,0.060205898,0.99999707
Mafb,-0.186034491,0.341642873
Adam11,-0.054966702,0.99999707
Ly6g5b,-0.230132911,0.295938434
Atp2a2,0.024923506,0.99999707
Papolb,-0.097003909,0.99999707
Mtmr2,0.053363639,0.99999707
Gm17066,0.028764798,0.99999707
Tmem243,0.030422102,0.99999707
Snrpc,0.042237111,0.99999707
Csnk2a1-ps,0.050054219,0.99999707
Tek,0.256973861,0.127048795
Gm5518,-0.06685083,0.99999707
Socs2,0.00000124,0.99999707
BC028528,-0.016388379,0.99999707
6030460B20Rik,0.013290165,0.99999707
Gm38142,0.072002851,0.99999707
RP23-186O3.11,-0.020109106,0.99999707
4930519F09Rik,-0.054372514,0.99999707
1700099I09Rik,0.057030978,0.99999707
Gm10550,0.105702961,0.99999707
Gosr1,0.00862366,0.99999707
Gm13428,-0.118596533,0.967965907
Icam1,0.024881355,0.99999707
Gm13882,-0.026795798,0.99999707
Actr6,-0.04036722,0.99999707
Gm9083,0.086700799,0.99999707
Hist2h2bb,-0.022643531,0.99999707
Gm8192,0.063723671,0.99999707
Prrg1,0.051901881,0.99999707
Zfp385a,-0.02046281,0.99999707
Gm8696,0.031530291,0.99999707
Actrt3,-0.054640803,0.99999707
Slc26a7,0.118405633,0.99999707
Ighd5-6,-0.094798125,0.970034459
Hadha,0.058134042,0.99999707
H2-Oa,-0.014285406,0.99999707
Stambp,0.037475981,0.99999707
Gm11662,0.04934181,0.99999707
Gm44702,0.017173531,0.99999707
Gm45593,0.034088314,0.99999707
Gm5300,-0.020271091,0.99999707
Cd8a,-0.033139731,0.99999707
Srsf1,-0.035129766,0.99999707
Gm8036,0.04995404,0.99999707
Rbbp4,0.010564796,0.99999707
Tcea1,-0.039738859,0.99999707
Gm11847,-0.029461939,0.99999707
Rslcan18,0.058152769,0.99999707
Gm12297,-0.016064804,0.99999707
Mir1931,0.096159837,0.99999707
Gm38236,0.129283941,0.725267256
Gm1947,0.12928364,0.853952255
3222401L13Rik,-0.0344116,0.99999707
Mrpl55,-0.042076235,0.99999707
Gm43394,-0.122641234,0.99999707
BC029722,-0.067354211,0.99999707
Usp1,0.027265946,0.99999707
Gm6794,-0.039247255,0.99999707
Slc24a3,0.25121873,0.005089043
Gm43890,0.028178701,0.99999707
Flnc,0.022177511,0.99999707
Fcrl1,-0.115800213,0.99999707
Rint1,0.0013446,0.99999707
Sfswap,0.021489838,0.99999707
Srfbp1,-0.005553477,0.99999707
Spz1,-0.023819521,0.99999707
Gm6071,0.047155926,0.99999707
Gm6640,-0.07388496,0.99999707
Pcdhgb6,0.024701001,0.99999707
Med9os,0.107603839,0.99999707
Mdm4-ps,-0.503936829,3.98E-09
Ppp1r9b,-0.066072545,0.99999707
Impg2,0.094303051,0.888867122
Zfp276,0.000407947,0.99999707
Uck1,-0.07379497,0.99999707
Gm12244,0.092516718,0.99999707
Gnb2,-0.057701138,0.99999707
Cldn23,-0.042615966,0.99999707
Gm26621,-0.002638938,0.99999707
Colec12,-0.010370913,0.99999707
Wdr45,0.009809169,0.99999707
Sap18,0.025340996,0.99999707
Gm10306,-0.035280916,0.99999707
Efcab14,0.010224221,0.99999707
Mfsd7b,-0.291067876,0.081565591
St3gal4,-0.055304537,0.99999707
Slmap,0.083976947,0.99999707
Slc25a39,0.07969312,0.99999707
Gm23075,0.346168088,0.012948851
Gm11201,0.03313171,0.99999707
Mtag2,-0.064785803,0.99999707
Ddit4,-0.008244476,0.99999707
Mir1198,-0.000705728,0.99999707
Gm10812,-0.020812399,0.99999707
Dennd2c,0.052771995,0.99999707
Gm27326,-0.010061855,0.99999707
4930426I24Rik,0.054596537,0.99999707
Fam105a,0.116996414,0.891851681
Kif11,0.063037183,0.99999707
Tmeff1,0.054332825,0.99999707
RP24-225H21.2,-0.021982405,0.99999707
Prf1,-0.077189953,0.99999707
Eml2,-0.077927589,0.99999707
Ccnd1,-0.069505293,0.99999707
Slc25a2,0.044604019,0.99999707
